Feature_1,Feature_2
8.322442074018216,-6.734094881730029
4.388700633132415,7.969362629729016
-2.773521312478877,8.528900890463099
5.285525967469376,7.667698740709846
7.123368403059332,-6.979182778474584
8.26665637507127,-5.14472871086007
5.917134464298961,6.049524368383537
4.271908363951014,5.974517360366868
4.553179985978067,5.50512035462703
-4.10544063251116,8.140733493249483
-1.4314460845138988,11.150911848751646
8.653673867606935,-5.556184618272158
-1.3802922167843505,5.172717010214699
-1.009028448752177,10.419042084782284
3.8329824256561853,6.889838306871949
7.962790082399856,-5.345569657733207
-4.038203545185905,9.089469446606383
-3.410269433301715,8.901269385338338
-2.9125597436638566,6.562740967618918
-2.55522325296533,10.268770492864745
-2.7563231267008588,10.740832980555753
5.332709541292297,8.567652760203613
-3.0067808133902307,6.912575463322543
-3.7620447349539488,11.067399362953582
4.670255344910284,8.426221160631618
8.734398070346964,-6.7293181351135924
8.115578145036077,-7.848248745353434
-1.3558973304920048,6.897574701896168
8.257520320125447,-5.724254853499849
5.601807113711063,7.461112192399692
-2.921540981161704,8.824234483174212
7.840255584922218,6.759694829037715
-2.0467109657805196,5.2839911562783435
-1.28998174903854,5.874020279134487
7.128710387711852,-4.83338270809423
-1.304013367171518,6.86098339990373
6.104988103258739,6.43540946272846
8.6197715201548,-8.38749291474181
5.440047839375076,7.109277351818338
-1.638632291608143,5.016775416020247
8.657261611078843,-7.06819658690557
-1.1196545194840373,6.569724420731836
8.218283242348912,-6.291312640822058
-0.7625100183968042,5.396253657830566
4.998536495031823,7.694580335371563
-2.0153631759696786,7.833865288336104
-1.4069346812023567,4.766478326372191
8.743942401621737,-7.914882085882425
2.912112902289343,7.656617725781769
-3.2503666055903437,9.7890588962137
-1.2398079311843813,10.066341334975874
-1.3308384152563715,6.854431974542611
-3.103908291594859,9.378362756855244
-1.935207475145328,8.907787000041793
-0.5989950549567085,10.327897367699576
-4.035972028057035,11.304052358297469
6.11850413709276,-6.348940497736974
5.561366842214158,7.697576986087994
4.531847503768789,5.981383692391686
-1.522739543315796,7.00684596204977
-1.0656547537791994,3.6699842490898846
-1.8116050761085711,9.797524298885035
5.096081308250239,7.510683382439412
-1.7610548733310083,6.000431463074541
-2.7333388354010344,6.57735937252661
3.93941333602427,8.010742269627496
8.053195793903514,-6.418265608238906
8.629312445566233,-6.085577196336534
-1.6204281187634946,6.6118344497963015
8.03111895103205,-6.8589322441630705
3.857382404049233,8.140448618071462
4.4009088706476795,6.834622238734044
3.199102772070537,8.703649010687839
-3.2252777068961542,5.991443092504278
8.00218568809988,-6.679759178340497
4.943611088450117,9.393955773458353
4.376932542670634,8.929909962510793
-2.314476451009924,12.360518541908059
-2.031424963280203,6.750403594345219
9.268891571906108,-4.715485241029745
-1.0762324580455167,9.505553255193735
7.872383746762816,-4.11506199855228
-0.412447458442355,8.689540346096269
7.193285066227996,-5.856941928280463
-1.7125551630932057,6.519477260345461
-0.9261231293487789,6.66841775387997
9.276875820666652,-5.723766276129862
-0.4525141484239086,7.253318790125937
5.961569393502255,7.599935994468277
6.511641493749762,-6.582346022387087
6.343925687549375,-5.79117027559643
-2.7811911421246682,10.868467871349658
-1.8102459233804333,10.491638890576468
5.130310506452867,6.1874251982324315
-1.656164594476472,8.010808923070323
-2.1276008143899183,7.9968153717901345
7.678754387414489,-6.179570264337567
4.7458763529034425,6.811884493917315
6.76996974594344,-5.486106456471532
3.8554656895485655,8.066558736676981
-1.1599892561511032,5.735569666853454
-0.9019365937664716,10.568961751751706
-1.0633311419775306,6.196022788734522
-0.4666263588896149,7.229871168136071
-1.47982143027017,8.871824452482365
8.66047416163758,-6.974915292943374
5.7314333221748655,7.731008993788581
4.2735271478081245,7.898626932157491
7.692752019292655,-4.524976119561542
-2.1519520124170612,11.22091856731923
-0.5597981127925238,10.82716875961556
2.420142494158673,6.28986183533812
-1.6203376405316816,9.698449992741978
-2.7222785311996898,10.726871825841267
8.150131936761188,-6.138074965197727
-3.292239198039354,7.646322399814586
-2.6186858695598145,6.208661294809107
