Feature_1,Feature_2
8.284905836802878,7.7768480064532595
-2.9484341772879565,0.36553849863425114
-3.3670906804897878,-0.3034396501443032
-3.3076194991305927,-1.076984527968524
7.2704374672736645,6.379305955857683
-3.5678281339870193,-0.6213601687490338
-4.206009691812343,-0.6721053138996889
7.597698602281074,6.627815140999278
-3.6231920168936895,-0.26181255648995
0.47059810387197876,2.6164791367791276
-4.830316110047595,-0.5209127335054982
7.986946908069194,9.167478296827301
10.535051554606781,7.8546427515082
7.731177029067234,8.174029805815584
2.1399360104489773,4.031042219561194
-4.482111296260664,2.374701446010179
7.861383248942328,8.350497499528618
6.9966306000162195,8.997545708451554
-4.336412073640401,1.9861794072470031
-4.772983960226989,-0.2998652638352137
0.09216602979572064,3.1390806915192577
-0.22816527746442783,3.5365395411737266
-4.3499953203630275,2.1258289132198263
0.4130729474842909,2.2484844089562817
-4.756613642233818,0.10709777007265195
6.838579808149108,8.196455203639426
6.372281016032332,9.33448873751772
0.6596872920447643,2.419815415408637
-4.860117901082265,0.6429871783933356
7.729578077202039,6.3034006081991425
0.3412305411797958,4.313573317727118
0.9721398825155809,3.685738422002593
8.897891204307548,8.557605956097849
-4.639166008879419,1.0758361122179358
8.506768884362952,7.365488359784599
9.58835651616339,8.619914050738185
2.0641055637377645,5.496694271804582
1.76101431789688,6.139067235488398
0.21219195691493276,1.743873279183426
6.952444386378765,8.014276984870767
8.694782989135065,8.417980681582558
5.828545533174795,6.965086668454827
-1.2322997160850968,3.8951945875160394
-0.29790670187117296,5.047578832861681
-4.712487366096218,-0.5139745397400699
-3.536843236757204,0.5296124779773668
1.9983254857496693,3.06188882225062
-7.097642973533825,-0.755288398619349
6.788353587800589,8.29673175069902
-3.956154955495293,0.5035872686480847
0.8185433723332594,5.937601483768031
7.142913289435674,8.657327514488866
-5.016145072412898,1.5615445605754983
6.62330246284697,7.785075336484137
-4.698553146539263,0.0274804375175475
8.721771181915859,7.277429755892703
-4.036842007637585,1.3844343902549021
7.7183190599371745,8.922950145762412
0.9332165700090495,3.5359557755382482
0.24712170117227916,3.9329257300841567
1.4539046627715912,6.10193491276259
-3.6981168741405828,0.8927685038163224
2.503501183484049,3.0446557679617308
-0.16908847552866368,3.9573065529395546
-4.261646159926685,0.7810376222478573
0.14207575372920977,4.192670267723113
7.333674441797459,6.250227144484166
-3.502833621915606,-0.638885064706621
-0.008972823116577322,5.06229489820291
-5.55257423429313,0.4551152963591615
-4.259346182301052,0.49262060119610346
7.840311371396134,8.409390566077068
2.5021064065660994,4.399672719589008
-4.935240015338585,-1.5275581466878336
1.0659916936683693,3.7582790377612048
-0.00782708843495894,3.449963252250046
-4.871865899054979,0.7029665792218754
0.41930840980731,3.5743620726738525
7.53735439386091,8.076992150321752
-3.3303862712564047,0.7028014300615715
1.897276093699039,5.872529516015044
1.8617914585486912,2.302066923419982
2.1241455514265017,5.282347107680987
1.6412030176543384,4.002443089175172
7.13350560655458,7.89091839311667
1.1689037542539908,3.0987611784255713
-5.14190140196833,0.5938473380664607
6.63803716705696,7.985477211759091
-0.6073273943437381,4.809631904632268
7.428049031567491,7.3855915148782065
2.0291414933780034,5.015754293316245
7.347810094400179,7.803018373055721
9.847428766763644,9.120920114640036
-5.5776687243817875,1.6082150116980678
7.063024393729703,7.998607307820196
-4.598103236871261,0.9412097621927101
-3.5387419411453944,0.4656388106790944
0.7385698489771102,3.808197473093109
7.763701488252469,7.398673999334801
8.304720045606235,7.143152735221297
