Feature_1,Feature_2
10.040429681495556,2.381403717726988
-3.599770573512759,-8.336816411325415
-3.895150990314252,-6.287222689814041
9.54097271277992,3.4342142753991514
2.3401439658047023,4.393785967475786
10.09241586673752,2.7506432167237147
-6.487339030130249,-5.860394643453874
3.3505616851065514,5.895708177411735
-3.0925750028166945,-8.846859157229808
10.209537901496807,3.919070558682309
-3.4025969795708955,-6.331483936417533
-2.6482347154986954,-8.531177685468363
9.734872613299572,3.746971934395215
-6.1908047874534695,-7.506745380632372
3.5337882540013776,6.547905593765195
3.1214509670326205,6.962856306178885
-3.711157748981623,-9.164529556119982
-6.802816844143759,3.7817846561815958
-4.500940746112175,-6.663959457731288
9.254201116644305,2.0340616911050193
-7.867554052380145,4.8083133879414115
9.410562113923552,5.880704015384362
-6.490806694690438,6.480988408839878
8.634110936272128,3.2301830489688155
-7.796914228560898,3.7624483805204685
2.030849649535052,5.457238795389202
3.7289249463997,7.340213681926192
-3.225309802033715,-9.767132388113954
2.935675015471718,5.611629424660659
4.115212849881042,5.054811877574018
1.8375780275845552,6.267325356295797
-7.257329873117262,5.034502574337044
-3.003721337648132,-7.973118956481682
-8.392943400655955,6.773756520625705
-9.080334964234575,4.741682419540384
-1.1143965482845752,-8.732564919746101
2.136653700297786,6.4737640785637
2.505501989841157,6.239685738491283
-8.293253621380323,4.988963417746827
-4.316556907400663,-8.799545246520584
4.3884613015821605,5.3991625836814805
9.152589759960884,3.091579358803581
-5.909493899442328,-7.68252607762865
-4.452987044621571,-7.660437736321835
-1.6473627807051912,-8.490720090385558
-1.921287012764843,-7.782261246831713
-5.724081963541535,-7.061996427872426
9.760756456709299,2.592006964205406
3.91901654065417,4.9507850990963185
3.293738218484215,5.62801984273292
4.212955090570604,5.4639170978001
-3.6897211168423896,-8.092704922592315
11.136891557837435,3.6397898331096634
-6.493784065096639,4.291694412473044
-5.974774183385292,-7.398904061222059
9.305021111399816,1.365992006546766
9.266223776595233,2.3694991576673097
-5.019137032363833,-6.030315349278201
-4.890631849233208,-8.897812573020433
1.1776272947583197,4.572122210026036
8.975264682269007,4.801707494253587
-8.173924054142706,5.785908405867445
2.0775849158341417,5.537137606640135
-7.863863499962827,5.693344111649161
-7.501397526328269,6.070142798619292
-2.4665037633503655,-8.99504714561443
3.9816032148062397,4.995682764038606
8.587977467257,1.165775639798487
-3.6026875250640193,-8.13524911575224
-5.590664970578508,-7.0315872056089574
9.29108587822685,3.264072556124229
10.039505578080453,2.341773309852327
-4.112278646462144,-7.290679903998647
-7.106980136737185,4.873730404171146
4.287849377508318,6.4396701198652
10.643060435226742,2.528968941898446
4.4170959305990944,5.232820319086445
-6.706200615289165,-6.384105276579419
10.26207062904426,2.1713229987615357
10.845385580512495,2.1557419138003584
8.537693970822309,3.1716107019760282
-5.20023967719317,-10.804595090727076
-3.736022376483987,-8.005651793623867
8.13626814309756,0.8551029542896338
5.050561379283852,6.535966508717209
-4.369752410871938,-7.999933001529473
8.600868780312439,2.3131280320123717
9.173229876122434,1.6590720011898634
3.5636059720492934,6.556171652329278
-9.25650928641327,5.599834670506994
-3.357624804745099,-9.354873416686843
-5.17648799864579,-6.581438063662661
3.853417433310669,7.313384503740358
10.453779431453126,1.2877192902596823
-4.769135097532877,-6.738418733585184
9.534677988606681,1.2304509085935351
-7.937338358719736,4.033042281101089
9.153219552421007,2.6507087073258546
-2.88640315382677,-7.395132257194121
-4.019538386104174,-8.854810687800047
2.594766421586356,4.5504359510614165
-3.1857993756162415,-6.730326038817268
-2.9689530763311214,-7.144904656715186
-2.961773089543052,-5.965993338415123
-6.198390579656657,-7.926692432793982
-8.730432235958807,5.103611868760019
9.25828691003934,2.176788885614102
-4.652219410912331,-5.044806004362826
-7.803277600780805,5.292828683625151
3.2259964287816603,6.2307154272582626
8.594356476143677,3.573780132191282
-6.070919215632695,7.142439010857334
12.229341923274397,4.630537629452267
7.724989514869552,2.464174232421545
-8.15124132821548,-9.140991750552136
9.202584307528527,2.4031429163661646
-5.329728397475646,-8.219836872372747
-3.737760753741825,-9.025442824513597
-4.288700456135693,-11.365172924394923
-6.815330952445128,4.052316880554782
-7.140724660308923,4.384092953743103
3.1010361928937344,7.497903821021495
-3.297786452020397,-9.108331405028355
9.552549115954864,3.6264490273392154
-8.579677204727654,4.136064962802991
-4.294915909977328,-7.760245665755573
-3.697710201085537,-7.570745631559451
1.7526036716602804,6.133185232986771
-5.882176779666404,-7.045178806863073
-5.026902973139984,-7.072673001808869
4.565648363436052,8.161742090529065
-8.876255769236595,3.742636668916757
-3.5602201944573544,-6.662719841839576
1.816996723572278,7.330585227486859
1.7754139882639925,7.004028964147879
2.742491193668484,7.1591923453396396
4.234766548347744,8.588044826800633
10.014647878191074,4.008201505385441
4.463180943332321,5.268167296628684
-8.814434341038945,6.5524185232296785
2.8882104652446996,8.558529947633676
-6.223955358688322,-6.525147742179655
-4.1073910426500895,-7.665635853043272
7.5095026966239775,2.5948250088381157
8.77928982480293,3.7692726783162764
2.03576409821625,5.944739554787408
-3.7468006155928437,-8.276081308831424
-9.597669287525443,5.490267061951924
9.107046914778747,3.424850230416527
3.7143350424314407,5.507926675797129
4.939291524269208,5.906250040159721
9.398188254334087,3.230967627790735
-4.960973715066427,-9.437136145225912
-6.358359493225049,-8.546298915679378
2.6360990080568953,4.844057508559273
-7.589592936362704,5.176477669470069
-7.719369797587984,5.6283501242498355
-8.95267853313393,5.174153592961603
-3.507935620299614,-10.00738853506175
